3.329467078606846986e-01 1.393646427109661856e-01 1.454604842104538151e-02 -1.366835452571869464e-17 -4.243249569007515497e-18 3.329467078606855313e-01 1.393646427109714314e-01 -1.454604842104712491e-02 2.003346116538753792e-18 3.726602871915806268e-19
1.393646427109661856e-01 5.833517250479090810e-02 6.088676635612355614e-03 -5.721292026472499303e-18 -1.776136979752437889e-18 1.393646427109665464e-01 5.833517250479309385e-02 -6.088676635613085933e-03 8.385594726308248237e-19 1.559879300526142934e-19
1.454604842104538151e-02 6.088676635612355614e-03 6.354996750889385084e-04 -5.971542654517300521e-19 -1.853825619419847237e-19 1.454604842104541967e-02 6.088676635612584598e-03 -6.354996750890146194e-04 8.752382566725766258e-20 1.628108779606138807e-20
-1.366835452571869464e-17 -5.721292026472499303e-18 -5.971542654517300521e-19 5.611225791693597679e-34 1.741967650707814009e-34 -1.366835452571873008e-17 -5.721292026472713466e-18 5.971542654518016004e-19 -8.224272627447368667e-35 -1.529870337424094156e-35
-4.243249569007515497e-18 -1.776136979752437889e-18 -1.853825619419847237e-19 1.741967650707814009e-34 5.407822477228515165e-35 -4.243249569007526283e-18 -1.776136979752504527e-18 1.853825619420069441e-19 -2.553170626072958481e-35 -4.749380503481514937e-36
3.329467078606855313e-01 1.393646427109665464e-01 1.454604842104541967e-02 -1.366835452571873008e-17 -4.243249569007526283e-18 3.329467078606864194e-01 1.393646427109717922e-01 -1.454604842104716307e-02 2.003346116538758799e-18 3.726602871915815897e-19
1.393646427109714314e-01 5.833517250479309385e-02 6.088676635612584598e-03 -5.721292026472713466e-18 -1.776136979752504527e-18 1.393646427109717922e-01 5.833517250479528654e-02 -6.088676635613314916e-03 8.385594726308563126e-19 1.559879300526201434e-19
-1.454604842104712491e-02 -6.088676635613085933e-03 -6.354996750890146194e-04 5.971542654518016004e-19 1.853825619420069441e-19 -1.454604842104716307e-02 -6.088676635613314916e-03 6.354996750890908389e-04 -8.752382566726815890e-20 -1.628108779606334108e-20
2.003346116538753792e-18 8.385594726308248237e-19 8.752382566725766258e-20 -8.224272627447368667e-35 -2.553170626072958481e-35 2.003346116538758799e-18 8.385594726308563126e-19 -8.752382566726815890e-20 1.205416833354074020e-35 2.242303412250157566e-36
3.726602871915806268e-19 1.559879300526142934e-19 1.628108779606138807e-20 -1.529870337424094156e-35 -4.749380503481514937e-36 3.726602871915815897e-19 1.559879300526201434e-19 -1.628108779606334108e-20 2.242303412250157566e-36 4.171108660062837667e-37
